id,name,definition,example,category
107,"False Attribution","This fallacy involves citing an unreliable, biased, irrelevant, or even fabricated source to support an argument. The goal is to give the appearance of authority where there is none.","According to a study from the Institute for Beverage Research, drinking three sodas a day is healthy. The 'Institute' may be a front group funded by soda companies.","relevance"
108,"Thought-Terminating Cliché","A commonly used phrase or folk wisdom used to end a debate or dismiss a complex issue, preventing further critical thought. It provides a simple answer but avoids genuine engagement.","When discussing the complexities of a social problem, someone ends the conversation by saying, 'It is what it is.' This cliché shuts down any further analysis.","relevance"
109,"Appeal to Complexity","This fallacy asserts that a conclusion is false because the argument supporting it is too complex for the audience (or the arguer) to understand. It confuses incomprehension with invalidity.","The scientific paper explaining climate change is full of complex models I can't follow, so I don't think the conclusions are trustworthy.","relevance"
110,"Dunning-Kruger Effect (as a fallacy)","A cognitive bias where people with low ability at a task overestimate their ability. It becomes a fallacy when they confidently make arguments in a domain where they lack knowledge, unaware of their own shortcomings.","A person who has only read a few online articles about vaccines confidently argues against an epidemiologist, believing their own understanding is superior.","relevance"
111,"Reactance (as a fallacy)","The urge to do the opposite of what someone wants you to do. This becomes a fallacy when it forms the sole basis for rejecting an argument, rather than a rational assessment of its merits.","A teenager decides to start smoking specifically because their parents and all the health warnings tell them not to. The decision is a reaction to perceived control, not a rational assessment.","relevance"
112,"Two Wrongs Make a Right","This fallacy occurs when a person attempts to justify an action against another person by asserting that the other person did or would do the same to them.","Yes, I keyed his car, but he cheated on me first! The initial wrongdoing does not morally or legally justify the retaliatory act of vandalism.","relevance"
113,"Appeal to the Law","Arguing that something is morally right because it is legal, or morally wrong because it is illegal. This fallacy equates legal standards with ethical standards, which are not always the same.","There's nothing wrong with the way our company treats its overseas workers, because we are following all the local labor laws. The legality of the actions does not automatically make them ethical.","relevance"
114,"Chronological Snobbery","The argument that the thinking, art, or science of an earlier time is inherently inferior to that of the present, simply by virtue of its temporal succession.","Why would you read ancient philosophy? Modern science has already disproven all that old-fashioned thinking. This dismisses entire fields of thought based on their age.","relevance"
115,"Courtier's Reply","A fallacy where a claim is dismissed by asserting the critic lacks sufficient knowledge or credentials to make the claim, without addressing the substance of the criticism itself.","After an outsider points out a contradiction in an economic theory, an economist replies, 'You can't possibly understand; you haven't studied advanced econometrics.'","relevance"
116,"Damning with Faint Praise","To attack a person or idea by formally offering praise, but for a quality so minor or trivial as to suggest that the person or idea has no major valuable qualities.","When asked for a letter of recommendation, a manager writes, 'I can attest that he was always punctual for work.' The praise is so faint it implies there is nothing else positive to say.","relevance"
117,"Galileo Gambit","The argument that because one's unconventional ideas are ridiculed or rejected by the mainstream, they must be correct, by analogy to historical figures like Galileo.","They all laughed at my theory that the earth is hollow, but they also laughed at Galileo! My theory must be true. The fact that some correct ideas were once ridiculed does not mean all ridiculed ideas are correct.","relevance"
118,"Gish Gallop","A rhetorical technique in which a person in a debate attempts to overwhelm their opponent by providing an excessive number of arguments, regardless of their accuracy or relevance.","In a debate, one person rattles off dozens of misleading statistics and half-truths in a two-minute speech. Their opponent is left unable to address the flood of misinformation.","relevance"
119,"I'm Entitled to My Opinion","A declaration used to shut down a debate or shield a belief from scrutiny. While people are entitled to opinions, this phrase is used fallaciously to imply that all opinions are equally valid.","After having their claims about astrology debunked with evidence, a person concludes with, 'Well, that's your view. I'm entitled to my opinion.'","relevance"
120,"Poisoning the Well","A type of ad hominem where adverse information about a target is preemptively presented to an audience, with the intention of discrediting or ridiculing everything that the target person is about to say.","Before a debate, a moderator says, 'Our next speaker is a convicted felon and a known liar. Please listen to what he has to say.' The audience is now primed to distrust the speaker.","relevance"
121,"Reductio ad Hitlerum","The attempt to invalidate someone's position on the grounds that the same view was held by Adolf Hitler or the Nazi Party. It is a highly inflammatory form of the association fallacy.","You're arguing for vegetarianism? You know, Hitler was also a vegetarian! This attempts to taint the position by associating it with a reviled historical figure.","relevance"
122,"Style Over Substance Fallacy","This fallacy occurs when an arguer's manner of presentation (e.g., their charisma or confidence) is judged to be more important than the content, logic, or evidence of their argument.","The candidate's speech was so powerful and inspiring; he must be right about the economy. The listener is persuaded by the eloquent delivery rather than a critical analysis of the plan.","relevance"
123,"Tone Policing","A fallacy that focuses on the emotion or tone of a message rather than the message's substance, in an effort to dismiss the argument or derail the discussion.","After a person passionately argues against a social injustice, a listener responds, 'I can't take your argument seriously when you're so angry. You need to calm down.'","relevance"
124,"Willed Ignorance","The tendency to avoid or ignore information that might be unpleasant or contradict one's existing beliefs. It is a deliberate choice to remain uninformed to protect a cherished viewpoint.","A person refuses to read any scientific reports on the health risks of their favorite food, saying, 'I don't want to know, I just want to enjoy it.'","relevance"
125,"Appeal to Consequences","Arguing that a proposition must be true or false because the consequences of it being true or false are desirable or undesirable. The consequences of a belief have no bearing on its truthfulness.","A universe that was created by a loving God is a much more comforting thought than one that arose from random chance. Therefore, God must exist.","relevance"
126,"Appeal to Common Sense","Asserting that a conclusion is true because it is 'common sense.' This is fallacious because many things that were once considered common sense (e.g., the Earth is flat) have been proven false.","It's just common sense that if you spare the rod, you spoil the child. This avoids providing actual evidence for the effectiveness of corporal punishment.","relevance"
127,"Bulverism","Coined by C.S. Lewis, this fallacy involves assuming an opponent's argument is invalid because of their psychological motive or identity, and then proceeding to explain that motive without ever refuting the argument itself.","You only believe in that moral principle because you were raised in a religious household. I can explain why your upbringing led you to this view... This dismisses the principle by explaining its supposed origin.","relevance"
128,"Fallacy of Relative Privation (Not as Bad As)","Dismissing an argument or complaint due to the existence of more important problems in the world, regardless of whether those issues are relevant to the current discussion.","Person A: 'I'm upset that my flight was delayed.' Person B: 'You shouldn't complain, there are people starving in the world.' The existence of starving people doesn't invalidate the frustration.","relevance"
129,"Proof by Assertion","A logical fallacy in which a proposition is repeatedly restated regardless of contradiction. It can sometimes be used as a rhetorical tactic to reinforce a point by sheer repetition.","In a discussion, a person keeps saying 'This is the best plan. It is simply the best plan. No other plan is better.' They provide no evidence, just repeated assertions.","relevance"
130,"Appeal to Inconvenience","The assertion that an argument must be false because accepting it would be difficult, inconvenient, or require significant effort. The convenience of a belief does not determine its truth.","Believing in climate change would mean I have to change my lifestyle. That's too much trouble, so I don't think it's real.","relevance"
131,"Argument by Gibberish (Bafflement)","A fallacy that involves using overly complex, obscure, or technical-sounding language (jargon) to give the impression of intelligence and to intimidate or confuse an opponent into accepting a conclusion.","Utilizing synergistic paradigms to leverage our core competencies, we can effectuate a paradigm shift in our operational matrix. The statement is mostly meaningless jargon.","relevance"
132,"Moral High Ground Fallacy","This fallacy occurs when someone assumes they are correct in their argument simply because they believe they occupy a morally superior position. It uses self-perceived virtue as a substitute for evidence.","I am a compassionate and caring person, unlike my opponent. Therefore, my proposal for healthcare reform is better. The speaker's self-proclaimed moral character is irrelevant.","relevance"
133,"Proof by Verbosity (Argumentum Verbosium)","The fallacy of overwhelming an opponent with a massive volume of information, so much so that they cannot possibly respond to it all. It is related to the Gish Gallop.","In response to a simple question, a person submits a 500-page document full of charts and data, and then claims their position is proven because the opponent cannot possibly refute it all.","relevance"
134,"Appeal to Self-Interest","This fallacy attempts to persuade an audience to accept a conclusion by appealing to their personal interests, desires, or benefits, rather than by providing logical evidence for the conclusion itself.","You should vote for this tax cut because it will put more money directly into your pocket. This doesn't address whether the tax cut is beneficial for the economy as a whole.","relevance"
135,"Appeal to Force (Argumentum ad Baculum)","This fallacy occurs when an arguer attempts to persuade not by reasoning, but by threatening or intimidating the other person. It is a threat, explicit or subtle, instead of an argument.","If you don't agree with my political views, you will lose your job at this company. The threat of being fired replaces any logical argument.","relevance"
136,"Appeal to Motive","A fallacy where an argument is dismissed by questioning the motive of the person making it, rather than addressing the substance of the argument itself. It is a specific type of ad hominem.","This scientist is arguing for stricter environmental regulations. He's probably just looking for more government grant money for his research. This attacks the scientist's presumed motive.","relevance"
137,"Homunculus Fallacy","An argument that attempts to explain a phenomenon in terms of the very phenomenon that it is supposed to explain, creating an infinite regress.","To explain how a person can see, one might claim there is a tiny person (a homunculus) inside the brain who watches a screen. This doesn't explain vision; it just displaces the problem.","causal"
138,"If-by-Whiskey","A rhetorical tactic where a speaker appears to support both sides of an issue by using emotionally charged language that will appeal to different audiences. The speaker's actual position remains ambiguous.","A politician on a controversial tax: 'If by 'tax' you mean taking money from families to fund wasteful programs, I'm against it. But if by 'tax' you mean an investment to build better schools, then I'm for it.'","causal"
139,"Overdetermination","This occurs when an event has multiple sufficient causes, meaning any one of them would have been enough to bring about the effect. The fallacy is to single out one cause as *the* cause.","A man is shot, stabbed, and poisoned simultaneously, any of which would have been fatal. Claiming he died *because* of the gunshot is an oversimplification.","causal"
140,"Path Dependence","The idea that past decisions and events create a 'path' that constrains future choices, even if other options might be more efficient. The historical path, not current optimality, dictates the outcome.","The QWERTY keyboard layout was designed to slow typists down on old typewriters. Despite being inefficient for modern computers, it persists because of the massive costs of retraining.","causal"
141,"Proximate vs. Root Cause Fallacy","This fallacy confuses the immediate, or proximate, cause of an event with its fundamental, or root, cause. Addressing only the proximate cause often fails to prevent the problem from recurring.","The proximate cause of the house fire was a faulty wire. The root cause was the city's failure to enforce building codes, which allowed for such faulty wiring to be installed.","causal"
142,"Teleological Fallacy","This is the assumption that natural phenomena have a purpose, goal, or design, and that they act in order to achieve that purpose. It attributes intention to mindless, mechanistic processes.","The purpose of rain is to water the plants and fill the rivers. This assigns a goal to a meteorological process that is actually driven by physics, not by a need to help plants.","causal"
143,"Planning Fallacy (as a fallacy)","A cognitive bias where one underestimates the time and costs of future actions. It becomes a fallacy when used to argue for an unrealistic plan.","'This home renovation will only take two weeks and cost exactly what I budgeted.' This is often a fallacious prediction, ignoring the high probability of unforeseen delays.","causal"
144,"Stereotyping (as a fallacy)","A fallacy of generalization where a belief about a particular group of people is applied to every individual member of that group, without allowing for individual variation.","He's a computer programmer, so he must be socially awkward and introverted. This applies a common stereotype to an individual without any knowledge of their actual personality.","causal"
145,"Subjunctive Fallacy","This fallacy involves making claims about what *would have* happened if a different course of action had been taken (a counterfactual). Such claims are speculative and cannot be proven.","'If only I had studied for one more hour, I would have passed the exam.' While plausible, it's impossible to prove; perhaps the exam was simply too difficult.","causal"
146,"Package Deal Fallacy","The error of assuming that things that are traditionally grouped together must always be grouped together.","'My opponent is pro-choice and against tax cuts, so he must also support gun control.' This assumes a standard 'package' of political beliefs.","conditional"
147,"Bare Assertion Fallacy","This fallacy occurs when a conclusion is offered without any supporting evidence or reasoning. The arguer expects the claim to be accepted simply because they have stated it.","During a debate, a participant states, 'That's just how things are,' and provides no further justification for their position.","conditional"
148,"Argument by Laziness","The fallacy of assuming a conclusion is correct because the arguer is not willing to put in the effort to research or understand the counterarguments.","'I'm not going to read that long report on climate change. It's probably all wrong anyway.'","relevance"
149,"Argument to the Future","The fallacy of arguing that evidence for a claim will be revealed at some point in the future.","'I don't have proof for my theory now, but science will eventually vindicate me.'","conditional"
150,"Chronological Snobbery","The argument that the thinking, art, or science of an earlier time is inherently inferior to that of the present, simply by virtue of its temporal succession.","'Why would you read ancient philosophy? Modern science has already disproven all that old-fashioned thinking.'","relevance"
151,"Design Fallacy","The assumption that because something is nicely designed or aesthetically pleasing, it must be good or effective.","'This new app has a beautiful user interface, so it must be the best one for productivity.'","relevance"
152,"Fallacy of the Consequent","A general term for any fallacy that involves an error in reasoning from the consequent (the 'then' part) of a conditional statement. Includes Affirming the Consequent.","'If the alarm is sounding, there is a fire. There is a fire. Therefore, the alarm is sounding.' (The fire could be silent).","formal"
153,"Fallacy of the Antecedent","A general term for any fallacy that involves an error in reasoning from the antecedent (the 'if' part) of a conditional statement. Includes Denying the Antecedent.","'If I have the flu, I have a sore throat. I do not have the flu. Therefore, I do not have a sore throat.' (A cold could also cause a sore throat).","formal"
154,"Fallacy of Gray","The assumption that because there is no clear line between two extremes, there is no difference between them at all.","'You can't say exactly when a person becomes 'old'. Therefore, there is no difference between being 20 and being 80.'","conditional"
155,"Historian's Fallacy","Assuming that decision makers of the past viewed events from the same perspective and had the same information as those subsequently analyzing the decision.","'The generals in World War I should have known that trench warfare would lead to a stalemate; it was obvious.' This ignores the contemporary military theories that guided their decisions.","relevance"
156,"Incomplete Comparison","A fallacy where a comparison is made, but the basis of the comparison is not specified, leaving the statement vague and meaningless.","'Our new toothpaste is 20% better!' Better than what? The old formula? A competitor? Nothing?","conditional"
157,"Inconsistent Comparison","A fallacy where different criteria are used for comparison in different parts of an argument.","'Product A is cheaper than Product B, and Product C has more features than Product A. Therefore, Product C is the best value.' The criteria (price, features) are not consistently applied.","conditional"
158,"Jumping to Conclusions","A general term for any argument where the conclusion is reached without sufficient evidence. Hasty Generalization is a specific type.","'I saw him look at his watch twice during the meeting. He must be bored and wants to leave.'","conditional"
159,"Loki's Wager","The unreasonable insistence that a concept cannot be defined, and therefore cannot be discussed.","'You can't define 'justice', so you can't say my actions were unjust.'","relevance"
160,"Mind Projection Fallacy","The fallacy of assuming that the way one sees the world reflects the way the world really is.","'I can't imagine how a quantum particle can be in two places at once, so it must be impossible.'","relevance"
161,"Moralistic Fallacy","The assumption that because something is morally wrong, it cannot be a natural part of human behavior.","'War is morally reprehensible, therefore humans cannot have any innate aggressive tendencies.'","relevance"
162,"Moving the Goalposts","Demanding from an opponent that he or she address more and more points after the initial counter-argument has been satisfied, refusing to concede or accept the opponent's argument.","'First you said I needed a degree. Now that I have one, you say I need five years of experience. If I get that, you'll say I need a promotion.'","relevance"
163,"Overwhelming Exception","A generalization that is technically accurate, but has so many exceptions that it is practically meaningless.","'Our policy is to always be on time... except on Mondays, or if there's traffic, or if I'm tired, or if it's raining.'","conditional"
164,"Pooh-poohing","Dismissing an argument as being unworthy of consideration, without providing any evidence or reasoning.","'Your proposal to change our company's strategy is just silly. We're not even going to discuss it.'","relevance"
165,"Proving Too Much","An argument that, if taken to its logical conclusion, would prove something that the arguer would not want to accept.","'All forms of life are sacred and should never be harmed. Therefore, you shouldn't use antibiotics to kill bacteria.'","conditional"
166,"Reductio ad Absurdum (in fallacious form)","A fallacy that attempts to disprove a claim by extending it to a ridiculous or absurd conclusion, where the extension is not logically warranted.","'If we allow same-sex marriage, then soon people will be wanting to marry their pets!'","conditional"
167,"Retrospective Determinism","The fallacy that because an event has occurred, it was inevitable and had to happen.","'Of course the Roman Empire fell. With its internal corruption and external pressures, it was bound to happen.' This ignores that at the time, other outcomes were possible.","relevance"
168,"Shotgun Argumentation","The tactic of presenting a large number of arguments, hoping that some of them will stick, without regard for their quality or accuracy. Similar to Gish Gallop.","In a debate about a new policy, a politician lists fifty different reasons why it's bad, without elaborating on any of them, making it impossible to refute them all.","relevance"
169,"Slippery Slope","Arguing that a single, small step will inevitably lead to a chain of related events culminating in some significant (usually negative) effect, without sufficient evidence.","'If we legalize marijuana, then everyone will start using harder drugs, and crime rates will soar.'","conditional"
170,"Special Pleading","Applying standards, principles, or rules to other people or circumstances, while making oneself or one's own circumstances exempt from the same rules without providing adequate justification.","'Yes, I believe in freedom of speech for everyone, but my opponent's views are so dangerous they should not be allowed on this campus.'","conditional"
171,"Spiritual Fallacy","The fallacy of using spiritual or religious beliefs to justify a conclusion in a secular or logical argument.","'My business will succeed because God is on my side.'","relevance"
172,"Suppressed Correlative","The fallacy of attempting to redefine a correlative (one of two mutually exclusive options) so that one alternative is no longer possible.","'I'm not 'good' or 'bad'. I'm just me.' This attempts to remove the concept of moral judgment.","conditional"
173,"Tokenism","Interpreting a small, symbolic gesture as an adequate substitute for a more significant action.","'We can't be a sexist company. We hired a woman last year.'","relevance"
174,"Two Wrongs Make a Right","Justifying a wrong action by pointing to another wrong action.","'He may have lied to Congress, but his predecessor did the same thing.'","relevance"
175,"Unfalsifiability (Untestability)","A claim that cannot be proven false, because there is no way to test it.","'There is an invisible, undetectable dragon in my garage. You can't prove it's not there!'","conditional"
176,"Victory by Definition","A fallacy in which an arguer redefines a term in a way that makes their argument succeed by definition, but not in a way that is relevant to the original point.","'I'm not a 'liar'. A 'liar' is someone who tells untruths to hurt people, and I was just trying to spare your feelings.'","formal"
