id,name,definition,example,category
101,"I'm Entitled to My Opinion","A declaration used to shut down a debate or shield a belief from scrutiny. While people are entitled to their opinions, this phrase is used fallaciously to imply that all opinions are equally valid and should not be challenged.","After having their claims about astrology debunked with evidence, a person concludes with, 'Well, that's your view. I'm entitled to my opinion.' This is used to avoid conceding the argument.","relevance"
102,"Poisoning the Well","A type of ad hominem where adverse information about a target is preemptively presented to an audience, with the intention of discrediting or ridiculing everything that the target person is about to say.","Before a debate, a moderator says, 'Our next speaker is a convicted felon and a known liar. Please listen to what he has to say.' The audience is now primed to distrust the speaker.","relevance"
103,"Reductio ad Hitlerum","The attempt to invalidate someone's position on the grounds that the same view was held by Adolf Hitler or the Nazi Party. It is a highly inflammatory form of the association fallacy.","You're arguing for vegetarianism? You know, Hitler was also a vegetarian! This attempts to taint the position by associating it with a reviled historical figure.","relevance"
104,"Style Over Substance Fallacy","This fallacy occurs when an arguer's manner of presentation (e.g., their charisma or confidence) is judged to be more important than the content, logic, or evidence of their argument.","The candidate's speech was so powerful and inspiring; he must be right about the economy. The listener is persuaded by the eloquent delivery rather than a critical analysis of the plan.","relevance"
105,"Tone Policing","A fallacy that focuses on the emotion or tone of a message rather than the message's substance, in an effort to dismiss the argument or derail the discussion. It is a type of red herring.","After a person passionately argues against a social injustice, a listener responds, 'I can't take your argument seriously when you're so angry. You need to calm down and be more civil.'","relevance"
106,"Vacuous Truth","A statement that is technically true but conveys no useful information because the premise (the 'if' part) is empty or applies to nothing. It is true only because the condition is never met.","The statement 'All of my cars that are made of solid gold are currently parked in my garage' is vacuously true because the speaker owns no cars made of solid gold.","formal"
107,"Willed Ignorance (Willful Ignorance)","The tendency to avoid or ignore information that might be unpleasant or contradict one's existing beliefs. It is a deliberate choice to remain uninformed to protect a cherished viewpoint.","A person refuses to read any scientific reports on the health risks of their favorite food, saying, 'I don't want to know, I just want to enjoy it.'","relevance"
108,"Motte-and-Bailey Fallacy","A rhetorical strategy where an arguer conflates two positions: one modest and easy to defend (the 'motte') and one more controversial (the 'bailey'). The arguer advances the bailey, and when challenged, retreats to the safety of the motte.","Someone argues for the 'bailey': 'Society should be radically restructured to eliminate all hierarchies.' When challenged, they retreat to the 'motte': 'All I'm saying is, we should be nicer to each other.'","relevance"
109,"Appeal to Consequences","Arguing that a proposition must be true or false because the consequences of it being true or false are desirable or undesirable. The consequences of a belief have no bearing on its truthfulness.","A universe that was created by a loving God is a much more comforting thought than one that arose from random chance. Therefore, God must exist.","relevance"
110,"Appeal to Force (Argumentum ad Baculum)","This fallacy occurs when an arguer attempts to persuade not by reasoning, but by threatening or intimidating the other person. It is a threat, explicit or subtle, instead of an argument.","If you don't agree with my political views, you will lose your job at this company. The threat of being fired replaces any logical argument for the political views.","relevance"
111,"Appeal to Common Sense","Asserting that a conclusion is true because it is 'common sense.' This is fallacious because many things that were once considered common sense (e.g., the Earth is flat) have been proven false.","It's just common sense that if you spare the rod, you spoil the child. This avoids providing actual evidence for the effectiveness or ethics of corporal punishment.","relevance"
112,"Bulverism","Coined by C.S. Lewis, this fallacy involves assuming an opponent's argument is invalid because of their psychological motive or identity, and then proceeding to explain that motive without ever refuting the argument itself.","You only believe in that moral principle because you were raised in a religious household. I can explain why your upbringing led you to this view... This dismisses the principle by explaining its supposed origin.","relevance"
113,"Fallacy of Relative Privation (Not as Bad As)","Dismissing an argument or complaint due to the existence of more important problems in the world, regardless of whether those issues are relevant to the current discussion.","Person A: 'I'm upset that my flight was delayed by an hour.' Person B: 'You shouldn't complain, there are people starving in the world.'","relevance"
114,"False Analogy","This fallacy consists in assuming that because two things are alike in one or more respects, they are necessarily alike in some other, often crucial, respect. The analogy is not strong enough to support the conclusion.","Government, like a business, should be run with an eye toward profit. This is a weak analogy because a government's primary responsibilities are not profit-driven.","ambiguity"
115,"Appeal to Closure","The argument that a conclusion must be accepted because it provides a sense of finality or closure to a complex or unsettling issue. The need for closure is prioritized over the evidence.","This murder case has gone on for too long; we must convict the current suspect so the family can have closure and we can all move on.","relevance"
116,"Ignoratio Elenchi (Irrelevant Conclusion)","This fallacy occurs when an argument which is supposed to prove one proposition ends up proving a different, often related but irrelevant, one. The arguer misses the point of the debate.","In a debate about the safety of a new law, a politician argues, 'This law is good because we need to do something about the problem!' This argues for the need for action, but not for the merit of the specific law.","relevance"
117,"Non Sequitur","Latin for 'it does not follow,' this is a general term for a conclusion that does not logically follow from the premises. The connection between the premise and conclusion is missing or nonsensical.","My opponent enjoys classical music, and so did the Roman emperors. He would therefore be a tyrannical leader. There is no logical connection between musical taste and leadership style.","formal"
118,"Appeal to Motive","A fallacy where an argument is dismissed by questioning the motive of the person making it, rather than addressing the substance of the argument itself. It is a specific type of ad hominem.","This scientist is arguing for stricter environmental regulations. He's probably just looking for more government grant money for his research. This attacks the scientist's presumed motive.","relevance"
119,"Broken Window Fallacy","An economic fallacy that argues a destructive event, like breaking a window, is good for the economy because it stimulates spending on repairs. It ignores the unseen costs—the money could have been spent on something new.","The hurricane was a blessing in disguise because it created so many construction jobs to rebuild the city. This overlooks the fact that the resources could have been used for new progress.","causal"
120,"Circular Claim","A form of begging the question where the premise of an argument is merely a restatement of the conclusion, often in slightly different words. It offers no new information.","Our product is the best on the market because no other product is superior to it. The premise ('no other product is superior') is just another way of saying the conclusion.","relevance"
121,"Appeal to Inconvenience","The assertion that an argument must be false because accepting it would be difficult, inconvenient, or require significant effort. The convenience of a belief does not determine its truth.","Believing in climate change would mean I have to change my lifestyle. That's too much trouble, so I don't think it's real.","relevance"
122,"Argument by Gibberish (Bafflement)","A fallacy that involves using overly complex, obscure, or technical-sounding language (jargon) to give the impression of intelligence and to intimidate or confuse an opponent into accepting a conclusion.","Utilizing synergistic paradigms to leverage our core competencies, we can effectuate a paradigm shift in our operational matrix. The statement is mostly meaningless jargon.","relevance"
123,"Moral High Ground Fallacy","This fallacy occurs when someone assumes they are correct in their argument simply because they believe they occupy a morally superior position. It uses self-perceived virtue as a substitute for evidence.","I am a compassionate and caring person, unlike my opponent. Therefore, my proposal for healthcare reform is better. The speaker's self-proclaimed moral character is irrelevant to the policy.","relevance"
124,"Proof by Verbosity (Argumentum Verbosium)","The fallacy of overwhelming an opponent with a massive volume of information, so much so that they cannot possibly respond to it all. It is related to the Gish Gallop but focuses on sheer volume.","In response to a simple question, a person submits a 500-page document full of charts and data, and then claims their position is proven because the opponent cannot possibly analyze it all.","relevance"
125,"Fallacy of the Excluded Middle","A specific form of a false dilemma where it is assumed that only two extreme, opposing positions are the only options, while ignoring the possibility of moderate views or a continuum of options between them.","If you don't support this new security bill with its invasive surveillance, you must want terrorists to win. This presents only the two extremes, excluding any nuanced position.","ambiguity"
126,"Appeal to Self-Interest","This fallacy attempts to persuade an audience to accept a conclusion by appealing to their personal interests, desires, or benefits, rather than by providing logical evidence for the conclusion itself.","You should vote for this tax cut because it will put more money directly into your pocket. This doesn't address whether the tax cut is beneficial for the economy as a whole.","relevance"
127,"Accent Fallacy","A fallacy of ambiguity that occurs when the meaning of a sentence is changed by placing an unusual emphasis on a word or phrase.","A sign says 'Free beer tomorrow.' When you return the next day, the bartender says 'It's free beer *tomorrow*, not today!' The emphasis changes the meaning.","ambiguity"
128,"Argument by Assertion","The fallacy of simply stating a conclusion as a fact without providing any evidence or reasoning to support it.","'This is the best movie ever made.' When asked why, the person replies, 'It just is.'","relevance"
129,"Argument to the Future (Argumentum ad Futurum)","Arguing that evidence for a proposition will be discovered in the future. This is fallacious because future evidence is not available in the present.","'While we don't have proof for this theory yet, future advancements in science will surely validate it.'","relevance"
130,"Chronological Snobbery","The argument that the thinking, art, or science of an earlier time is inherently inferior to that of the present, simply by virtue of its temporal succession.","'Why would you read ancient philosophy? Modern science has already disproven all that old-fashioned thinking.'","relevance"
131,"Conspiracy Theory Fallacy (Argument from Suspicion)","The fallacy of dismissing evidence by claiming it's part of a larger conspiracy, without providing evidence for the conspiracy itself.","'The moon landing was faked. All the photos and videos are part of a massive government cover-up.'","relevance"
132,"Double Standard","Applying a different set of principles for similar situations.","'It's okay for me to be late because I had a good reason, but when you're late, it's because you're irresponsible.'","relevance"
133,"Essentializing Fallacy","Attributing natural, essential characteristics to members of a specific group, while ignoring variation among members.","'All politicians are corrupt.' This statement ignores the existence of honest politicians and treats a complex group as a monolith.","ambiguity"
134,"Fallacy of the General Rule (A Dicto Simpliciter ad Dictum Secundum Quid)","Applying a general rule to a specific case where the rule is inapplicable.","'Cutting people with knives is a crime. Surgeons cut people with knives. Therefore, surgeons are criminals.' The general rule about cutting people doesn't apply to the specific context of surgery.","relevance"
135,"Guilt by Association","Discrediting an argument or claim by associating it with an undesirable person or group.","'You support universal healthcare? That's a socialist policy. You must be a communist.'","relevance"
136,"Mind Projection Fallacy","The fallacy of assuming that the way one sees the world reflects the way the world really is.","'I can't imagine how a computer could be truly intelligent, so artificial intelligence is impossible.' One's own imaginative limits do not define reality.","formal"
137,"Proving Too Much","An argument that, if taken to its logical conclusion, would prove something the arguer would not want to prove.","'All property is theft. Therefore, no one should own anything.' This would also apply to the arguer's own possessions, which they likely wouldn't want to give up.","relevance"
138,"Psychogenetic Fallacy","Dismissing a belief by explaining the psychological reasons someone might have for holding it, rather than addressing the belief's merits.","'You only believe in God because you're afraid of death.' This attacks the supposed motive for the belief, not the arguments for it.","relevance"
139,"Reductio ad Absurdum (Valid Use)","A valid argumentative move that seeks to demonstrate that a statement is true by showing that a false, untenable, or absurd result follows from its denial. Not a fallacy in itself, but can be used to create fallacies.","If you claim that all numbers are even, I can show this is absurd by pointing to the number 3. This is a valid use to disprove a claim.","formal"
140,"Reductio ad Absurdum (Fallacious Use)","Misusing the Reductio ad Absurdum form by stretching the logic to an absurd conclusion that does not actually follow from the opponent's claim.","'If we allow same-sex marriage, then soon people will be wanting to marry their pets!' This is a fallacious extension of the original argument.","relevance"
141,"Shifting the Burden of Proof","I'm not going to prove my claim, you have to prove it's false.","'I believe a giant, invisible unicorn lives in my garage. You can't prove it doesn't exist, so it must be true.'","relevance"
142,"Slippery Slope (Causal)","A specific type of slippery slope that argues a chain of cause-and-effect events will occur, leading to a negative outcome, without sufficient evidence for the causal links.","'If we legalize marijuana, then more people will try harder drugs, leading to a massive increase in crime and addiction.' This asserts a causal chain without proof.","causal"
143,"Subjectivist Fallacy","Claiming something is true for one person but not for someone else when, in fact, it is true for everyone (objective) as it is a matter of fact.","'That may be true for you, but it's not true for me.' This is fallacious when discussing objective facts, like whether Paris is the capital of France.","relevance"
144,"Suppressed Correlative","An argument that tries to redefine a correlative (one of two mutually exclusive options) so that one alternative is no longer possible.","'I'm not being lazy, I'm just on an energy-saving kick.' This redefines 'lazy' to exclude the speaker's behavior.","ambiguity"
145,"Tokenism","Interpreting a small, symbolic gesture as an adequate substitute for more substantial action.","'Our company is committed to diversity; we hired one woman in a senior role last year.' This small action is presented as proof of a larger commitment that may not exist.","relevance"
146,"Unfalsifiability (Untestability)","Offering a claim that cannot be proven false, because there is no way to check if it is false or not.","'There is an invisible, undetectable dragon living in my attic. You can't see, hear, or measure it in any way, but it's there.'","relevance"
147,"Victim Fallacy","A fallacy in which a person claims to be a victim in order to justify their actions or to gain sympathy, often to avoid responsibility.","'I only failed the test because the teacher has something against me. I'm the real victim here.'","relevance"
148,"Appeal to Money (Argumentum ad Crumenam)","The fallacy of believing that money is a criterion of correctness; that those with more money are more likely to be right.","'This new diet must be effective; it's endorsed by a billionaire.'","relevance"
149,"Argument from Hearsay","Presenting evidence that is not based on direct, personal observation, but on what someone else has said.","'I know he committed the crime because my friend told me she heard someone say it.' This is unreliable, second-hand information.","relevance"
150,"Cherry-Picking Anecdotes","Selectively choosing personal stories or isolated incidents that support a particular viewpoint while ignoring a larger body of evidence that contradicts it.","'Vaccines are dangerous; I know a person who got a vaccine and then got sick.' This ignores the millions who get vaccinated without issue.","causal"
151,"Contextomy (Quoting out of Context)","The fallacy of quoting a passage from a source in a way that distorts its original meaning.","A movie critic writes: 'The plot was a disaster, but the special effects were amazing.' A movie poster quotes the critic as saying: '...amazing!'","relevance"
152,"Ergo Decedo (Therefore, I leave)","The fallacy of responding to a criticism by telling the critic to leave or disengage from the issue if they don't like it, rather than addressing the criticism itself.","'If you don't like the policies in this country, then you should just move somewhere else!'","relevance"
153,"Fallacy of the Consequent","An error in formal logic where if the consequent is said to be true, the antecedent is said to be true, as a result.","If it's raining, the ground is wet. The ground is wet. Therefore, it's raining. (The ground could be wet for other reasons).","formal"
154,"Hedging","Using ambiguous or vague language to make a claim that is difficult to refute.","'It is possible that some people might feel that this policy could potentially have some negative effects under certain circumstances.' The claim is so weak it's almost meaningless.","ambiguity"
155,"Jumping to Conclusions","Drawing a conclusion without taking the time to reason through the argument, or without sufficient evidence.","'I saw him look at his watch twice during the meeting. He must be bored and wants to leave.'","causal"
156,"Leading Question","A question that is phrased in a way that suggests a particular answer.","'You were at the scene of the crime that night, weren't you?' This phrasing pressures the respondent to agree.","relevance"
157,"Least Plausible Hypothesis","Choosing to focus on the least likely or most outlandish explanation for an event.","'My keys are missing. It must have been aliens who took them.' This ignores more plausible explanations like misplacing them.","causal"
158,"Loki's Wager","The unreasonable insistence that a concept cannot be defined, and therefore cannot be discussed.","'You can't define 'justice,' so we can't have a conversation about whether this law is just.'","relevance"
159,"Misleading Vividness","A small number of dramatic and vivid events are taken to outweigh a significant amount of statistical evidence.","'I'm not going to fly. I saw a terrifying news report about a plane crash, and I'd rather drive.' This vivid story outweighs the statistical safety of flying.","relevance"
160,"Package Deal Fallacy","Assuming that things that are traditionally grouped together must always be grouped together.","'If you support lower taxes, you must also be against environmental regulations.' This assumes two separate political positions are part of an inseparable 'package.'","relevance"
161,"Proof by Intimidation","Making an argument so complex and difficult to understand that the audience is too intimidated to challenge it.","'My theory is based on the principles of quantum chromodynamics and stochastic calculus, so if you don't have a PhD in physics, you can't possibly question it.'","relevance"
162,"Retrospective Determinism","The fallacy that because an event has occurred, it was inevitable.","'Of course the Roman Empire was going to fall. It was just a matter of time.' This ignores the many contingencies and possibilities that existed at the time.","causal"
163,"Self-Sealing Argument","An argument that is constructed in such a way that no evidence can possibly refute it.","'My psychic powers are real, but they don't work if there are skeptics in the room.' This creates a built-in excuse for any failure.","relevance"
164,"Slothful Induction","The fallacy of failing to draw a conclusion from evidence that points to a particular conclusion, often due to laziness or indifference.","'Bob has had 10 car accidents in the last year, but it's just a string of bad luck, not because he's a bad driver.'","causal"
165,"Spotlight Fallacy","The tendency to assume that the media's coverage of a group is representative of the group as a whole.","'All young people are reckless and irresponsible; I see it on the news every night.' The media tends to spotlight unusual or dramatic behavior.","causal"
166,"Texas Sharpshooter Fallacy (Clustering Illusion)","Cherry-picking data clusters to suit an argument, or finding a pattern to fit a presumption. The name comes from a Texan who fires his gun at a barn wall, then paints a target centered on the tightest cluster of holes.","A soft drink company points out that in the three states where their sales are highest, those states are also in the top five for longevity. They conclude their drink is healthy.","causal"
167,"Argumentum ad Populum (Appeal to the People)","A fallacious argument that concludes that a proposition must be true because many or most people believe it; it alleges, 'If many believe so, it is so.'","'Everyone is buying this new phone, so it must be the best phone on the market.'","relevance"
168,"Argumentum ad Verecundiam (Appeal to an Unqualified Authority)","An appeal to the testimony of an authority outside their special field.","Citing a famous physicist's opinion on a matter of theology as evidence for a theological claim.","relevance"
169,"Bifurcation (Black-and-White Fallacy)","Presenting two opposing options as the only two options while hiding alternatives.","'You're either with us or against us.' This ignores the possibility of neutrality or having a different perspective.","ambiguity"
170,"Complex Question (Plurium Interrogationum)","A question that has a presupposition built in, which implies something but protects the one asking the question from accusations of false claims.","'Have you stopped mistreating your pet?' This question presupposes that you have been mistreating your pet.","relevance"
171,"Fallacy of Accident (A Dicto Simpliciter ad Dictum Secundum Quid)","A general rule is applied to a particular case whose 'accidental' circumstances render the rule inapplicable.","'The law says you should not exceed the speed limit. Therefore, you should not exceed the speed limit even to rush a dying person to the hospital.'","relevance"
172,"Is–Ought Problem (Hume's Guillotine)","The fallacy of making claims about what ought to be, based on statements about what is.","'Humans have eaten meat for thousands of years. Therefore, we ought to eat meat.' The fact that something *is* a certain way does not mean it *ought* to be that way.","relevance"
173,"Pooh-pooh Fallacy","Dismissing an argument as being unworthy of consideration.","'That's a ridiculous idea. I'm not even going to waste my time responding to it.'","relevance"
174,"Pro-homine Fallacy (Praising the Person)","The opposite of an ad hominem attack, where one argues that a claim is true because the person making it has positive qualities.","'Dr. Evans is a kind and generous person, so her theory about cellular biology must be correct.'","relevance"
175,"Shotgun Argumentation","The tactic of presenting a large number of arguments, regardless of their quality, in the hope that some will stick and overwhelm the opponent.","In a debate, a person rapidly lists 20 different points, making it impossible for the opponent to address them all in the allotted time.","relevance"
176,"Expert Status Argument","The fallacy of asserting a claim is true or must be accepted because the person making it holds a position of authority, expertise, or high status, demanding belief based on their title rather than the evidence provided. This includes appeals to 'scientific consensus' when used to shut down questioning rather than present evidence.","'As the head of the department, I can tell you this project will succeed, and you don't need to see the data. My position is proof enough.' or 'You have to accept that this theory is correct because 97% of scientists agree on it; questioning the consensus is illegitimate.'","relevance"
